,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name
15,16,US-2016-118983,1900-01-20T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
16,17,CA-2015-105893,2015-11-10T10:00:00Z,1900-01-16T16:54:00Z,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D"
17,18,CA-2015-167164,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer
18,19,CA-2015-143336,1900-01-25T16:54:00Z,2015-01-08T10:00:00Z,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341
19,20,CA-2015-143336,1900-01-25T16:54:00Z,2015-01-08T10:00:00Z,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone
20,21,CA-2015-143336,1900-01-25T16:54:00Z,2015-01-08T10:00:00Z,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
21,22,CA-2017-137330,2017-09-11T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318
22,23,CA-2017-137330,2017-09-11T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
23,24,US-2018-156909,1900-01-14T16:54:00Z,1900-01-16T16:54:00Z,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
24,25,CA-2016-106320,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
25,26,CA-2017-121755,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders
26,27,CA-2017-121755,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
27,28,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
28,29,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
29,30,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
30,31,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes
31,32,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
32,33,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
33,34,US-2016-150630,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons
34,35,CA-2018-107727,1900-01-17T16:54:00Z,1900-01-21T16:54:00Z,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper
35,36,CA-2017-117590,2017-08-11T10:00:00Z,2017-10-11T10:00:00Z,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4
36,37,CA-2017-117590,2017-08-11T10:00:00Z,2017-10-11T10:00:00Z,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
37,38,CA-2016-117415,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"
38,39,CA-2016-117415,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
39,40,CA-2016-117415,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
40,41,CA-2016-117415,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter
41,42,CA-2018-120999,2018-10-08T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550
42,43,CA-2017-101343,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
43,44,CA-2018-139619,1900-01-17T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
44,45,CA-2017-118255,2017-11-02T10:00:00Z,1900-01-11T16:54:00Z,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
45,46,CA-2017-118255,2017-11-02T10:00:00Z,1900-01-11T16:54:00Z,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
46,47,CA-2015-146703,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
47,48,CA-2017-169194,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
48,49,CA-2017-169194,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
49,50,CA-2016-115742,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
50,51,CA-2016-115742,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485
51,52,CA-2016-115742,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
52,53,CA-2016-115742,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
53,54,CA-2017-105816,2017-11-11T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins
54,55,CA-2017-105816,2017-11-11T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone
55,56,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts
56,57,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232
57,58,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair
58,59,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors"
59,60,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
60,61,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs
61,62,CA-2017-111682,1900-01-15T16:54:00Z,1900-01-16T16:54:00Z,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks
62,63,CA-2016-135545,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
63,64,CA-2016-135545,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
64,65,CA-2016-135545,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943
65,66,CA-2016-135545,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp
66,67,US-2016-164175,1900-01-28T16:54:00Z,2016-05-04T10:00:00Z,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
67,68,CA-2015-106376,2015-05-11T10:00:00Z,2015-10-11T10:00:00Z,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige"
68,69,CA-2015-106376,2015-05-11T10:00:00Z,2015-10-11T10:00:00Z,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
69,70,CA-2017-119823,2017-04-05T10:00:00Z,2017-06-05T10:00:00Z,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
70,71,CA-2017-106075,1900-01-16T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
71,72,CA-2018-114440,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
72,73,US-2016-134026,1900-01-24T16:54:00Z,2016-02-04T10:00:00Z,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair
73,74,US-2016-134026,1900-01-24T16:54:00Z,2016-02-04T10:00:00Z,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
74,75,US-2016-134026,1900-01-24T16:54:00Z,2016-02-04T10:00:00Z,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System
75,76,US-2018-118038,2018-09-11T10:00:00Z,2018-11-11T10:00:00Z,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders
76,77,US-2018-118038,2018-09-11T10:00:00Z,2018-11-11T10:00:00Z,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black"
77,78,US-2018-118038,2018-09-11T10:00:00Z,2018-11-11T10:00:00Z,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
78,79,US-2015-147606,1900-01-24T16:54:00Z,2015-01-11T10:00:00Z,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
79,80,CA-2017-127208,2017-12-05T10:00:00Z,1900-01-13T16:54:00Z,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
80,81,CA-2017-127208,2017-12-05T10:00:00Z,1900-01-13T16:54:00Z,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings
81,82,CA-2015-139451,2015-12-09T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
82,83,CA-2015-139451,2015-12-09T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
83,84,CA-2016-149734,2016-03-08T10:00:00Z,2016-08-08T10:00:00Z,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
84,85,US-2018-119662,1900-01-11T16:54:00Z,1900-01-14T16:54:00Z,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving
85,86,CA-2018-140088,1900-01-26T16:54:00Z,1900-01-28T16:54:00Z,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair
86,87,CA-2018-155558,1900-01-24T16:54:00Z,2018-02-10T10:00:00Z,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
87,88,CA-2018-155558,1900-01-24T16:54:00Z,2018-02-10T10:00:00Z,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511
88,89,CA-2017-159695,2017-05-03T10:00:00Z,2017-10-03T10:00:00Z,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
89,90,CA-2017-109806,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
90,91,CA-2017-109806,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550
91,92,CA-2017-109806,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995
92,93,CA-2016-149587,1900-01-29T16:54:00Z,2016-05-01T10:00:00Z,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999
93,94,CA-2016-149587,1900-01-29T16:54:00Z,2016-05-01T10:00:00Z,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
94,95,CA-2016-149587,1900-01-29T16:54:00Z,2016-05-01T10:00:00Z,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
95,96,US-2018-109484,2018-06-10T10:00:00Z,2018-12-10T10:00:00Z,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
96,97,CA-2018-161018,2018-09-10T10:00:00Z,2018-11-10T10:00:00Z,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
97,98,CA-2018-157833,1900-01-15T16:54:00Z,1900-01-18T16:54:00Z,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders
98,99,CA-2017-149223,2017-06-08T10:00:00Z,2017-11-08T10:00:00Z,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
99,100,CA-2017-158568,1900-01-27T16:54:00Z,2017-02-08T10:00:00Z,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards
100,101,CA-2017-158568,1900-01-27T16:54:00Z,2017-02-08T10:00:00Z,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
101,102,CA-2017-158568,1900-01-27T16:54:00Z,2017-02-08T10:00:00Z,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
102,103,CA-2017-129903,2017-01-11T10:00:00Z,2017-04-11T10:00:00Z,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
103,104,US-2016-156867,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
104,105,US-2016-156867,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
